Age,Attrition,Business_Travel,Department,Distance_From_Home,Education,Education_Field,Environment_Satisfaction,Gender,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Daily_Rate,Monthly_Income,Num_Companies_Worked,Over_Time,Percent_Salary_Hike,Performance_Rating,Stock_Option_Level,Total_Working_Years,Work_Life_Balance,Years_At_Company,Years_In_CurrentRole,Years_Since_Last_Promotion,Years_With_Curr_Manager
30,No,Non-Travel,Research & Development,9,3,Medical,3,Male,3,2,Laboratory Technician,1,Divorced,111,3072,1,No,11,3,2,12,3,12,9,6,10
45,No,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,3,2,Sales Executive,1,Divorced,1268,5006,4,Yes,11,3,1,9,4,5,4,0,3
56,No,Travel_Rarely,Research & Development,8,3,Life Sciences,3,Female,3,1,Research Scientist,1,Divorced,713,4257,4,Yes,18,3,1,19,3,2,2,2,2
33,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,3,1,Research Scientist,4,Single,134,2500,0,No,14,3,0,4,4,3,1,0,2
19,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Male,2,1,Laboratory Technician,4,Single,303,1102,1,No,22,4,0,1,2,1,0,1,0
46,No,Travel_Rarely,Sales,1,2,Marketing,2,Female,3,3,Sales Executive,1,Divorced,526,10453,1,No,25,4,3,24,3,24,13,15,7
38,No,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Female,3,1,Laboratory Technician,4,Single,1380,2288,1,No,12,3,0,2,3,2,2,2,1
31,No,Travel_Rarely,Research & Development,12,1,Medical,3,Female,3,1,Research Scientist,4,Married,140,3929,8,Yes,23,4,1,7,3,4,2,0,2
34,No,Travel_Rarely,Research & Development,27,2,Medical,4,Female,3,1,Research Scientist,2,Single,629,2311,2,No,15,3,0,9,3,3,2,1,2
41,Yes,Travel_Rarely,Sales,20,2,Marketing,2,Female,3,1,Sales Representative,2,Single,1356,3140,1,Yes,22,4,0,4,2,4,3,0,2
50,No,Travel_Rarely,Research & Development,1,3,Medical,3,Male,2,1,Laboratory Technician,3,Married,328,3690,2,No,15,3,1,5,2,3,2,0,2
53,No,Travel_Rarely,Research & Development,13,2,Medical,4,Female,4,2,Manufacturing Director,1,Divorced,1084,4450,1,No,11,3,2,5,3,4,2,1,3
33,No,Travel_Rarely,Research & Development,14,3,Medical,4,Female,3,1,Research Scientist,2,Married,931,2756,1,No,13,3,1,8,3,8,7,1,6
40,No,Travel_Rarely,Research & Development,4,1,Medical,4,Female,3,5,Manager,3,Married,989,19033,1,No,14,3,1,21,3,20,8,9,9
55,No,Travel_Rarely,Research & Development,14,4,Medical,3,Male,4,5,Research Director,2,Single,692,18722,8,No,11,3,0,36,3,24,15,2,15
34,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,2,2,Manufacturing Director,3,Married,1069,9547,1,No,17,3,0,10,2,10,9,1,9
51,No,Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,4,Healthcare Representative,2,Single,313,13734,3,No,18,3,0,21,3,7,7,1,0
52,No,Travel_Rarely,Research & Development,1,4,Life Sciences,3,Male,2,5,Manager,3,Married,699,19999,0,No,14,3,1,34,3,33,18,11,9
27,No,Travel_Rarely,Research & Development,9,3,Medical,4,Female,3,1,Research Scientist,2,Single,894,2279,1,No,16,3,0,7,2,7,7,0,3
35,Yes,Travel_Rarely,Research & Development,23,2,Life Sciences,2,Male,2,2,Manufacturing Director,3,Married,556,5916,3,Yes,13,3,0,8,3,1,0,0,1
43,No,Non-Travel,Research & Development,7,3,Medical,4,Male,4,1,Research Scientist,4,Divorced,1344,2089,4,No,14,3,3,7,4,5,4,2,2
45,No,Non-Travel,Research & Development,2,2,Medical,1,Male,2,4,Manager,4,Married,1195,16792,9,No,23,4,1,22,3,20,8,11,8
37,No,Travel_Rarely,Research & Development,21,3,Life Sciences,2,Male,4,1,Research Scientist,1,Married,290,3564,1,Yes,12,3,1,8,2,8,7,1,7
35,No,Travel_Frequently,Research & Development,2,3,Medical,2,Female,3,2,Laboratory Technician,2,Single,138,4425,5,No,11,3,0,10,3,6,2,1,2
42,No,Non-Travel,Research & Development,21,2,Medical,3,Female,3,2,Manufacturing Director,3,Divorced,926,5265,2,No,16,3,1,11,3,5,3,0,2
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,2,Manufacturing Director,3,Married,1261,6553,9,No,14,3,0,14,3,1,0,0,0
38,No,Travel_Rarely,Research & Development,29,3,Technical Degree,4,Male,3,2,Manufacturing Director,4,Married,1084,6261,3,No,18,3,1,9,1,7,7,1,7
27,No,Travel_Frequently,Research & Development,1,1,Technical Degree,3,Male,2,2,Manufacturing Director,1,Married,472,4298,5,No,19,3,1,6,3,2,2,2,0
49,No,Non-Travel,Research & Development,18,4,Life Sciences,4,Male,3,2,Manufacturing Director,4,Divorced,1002,6804,1,Yes,15,3,2,7,3,7,7,1,7
34,No,Travel_Frequently,Research & Development,10,4,Medical,4,Male,3,1,Research Scientist,3,Divorced,878,3815,1,Yes,17,3,1,5,4,5,3,2,0
40,No,Travel_Rarely,Research & Development,19,2,Medical,3,Male,3,2,Laboratory Technician,4,Married,905,2741,8,Yes,15,3,1,15,4,7,2,3,7
38,Yes,Travel_Rarely,Research & Development,29,1,Medical,2,Male,3,2,Healthcare Representative,1,Married,1180,6673,7,Yes,19,3,0,17,3,1,0,0,0
29,Yes,Travel_Rarely,Sales,27,3,Marketing,2,Female,3,3,Sales Executive,4,Married,121,7639,1,No,22,4,3,10,2,10,4,1,9
22,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,4,1,Research Scientist,2,Divorced,1136,2328,1,Yes,16,3,1,4,2,4,2,2,2
36,No,Travel_Frequently,Research & Development,18,1,Medical,2,Female,3,1,Laboratory Technician,4,Single,635,2153,1,No,13,3,0,8,3,8,1,1,7
40,No,Non-Travel,Research & Development,9,5,Life Sciences,4,Male,2,2,Healthcare Representative,4,Married,1151,4876,9,No,14,3,1,5,1,3,2,0,2
46,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,3,3,Healthcare Representative,1,Divorced,644,9396,7,No,16,3,1,17,3,4,2,0,3
32,Yes,Travel_Rarely,Sales,4,4,Medical,4,Male,1,3,Sales Executive,4,Married,1045,10400,1,No,11,3,0,14,2,14,8,9,8
30,No,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,2,3,Manufacturing Director,3,Single,829,8474,1,No,22,4,0,12,3,11,8,5,8
27,No,Travel_Frequently,Sales,20,3,Life Sciences,4,Female,3,2,Sales Executive,3,Single,1242,9981,1,No,14,3,0,7,3,7,7,0,7
51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,2,Male,2,3,Research Director,2,Married,1469,12490,5,No,16,3,2,16,1,10,9,4,7
30,Yes,Travel_Rarely,Research & Development,3,3,Technical Degree,4,Female,3,1,Research Scientist,1,Single,1005,2657,5,Yes,11,3,0,8,3,5,2,0,4
41,No,Travel_Rarely,Sales,6,3,Life Sciences,4,Female,3,3,Manager,4,Single,896,13591,3,Yes,18,3,0,16,3,1,0,0,0
30,Yes,Travel_Frequently,Sales,26,4,Marketing,3,Female,2,2,Sales Executive,1,Single,334,6696,5,No,15,3,0,9,2,6,3,0,1
29,Yes,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Male,3,1,Research Scientist,3,Single,992,2058,0,No,14,3,0,7,2,6,2,1,5
45,No,Non-Travel,Sales,6,3,Medical,4,Female,2,3,Sales Executive,4,Single,1052,8865,6,No,12,3,0,23,3,19,7,12,8
54,No,Travel_Rarely,Sales,3,3,Marketing,4,Female,3,2,Sales Executive,1,Married,1147,5940,2,No,14,3,1,16,3,6,2,0,5
36,No,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Male,3,2,Laboratory Technician,2,Single,1396,5914,8,No,16,3,0,16,4,13,11,3,7
33,No,Travel_Rarely,Research & Development,4,4,Medical,3,Female,2,1,Research Scientist,2,Married,147,2622,6,No,21,4,0,7,3,3,2,1,1
37,No,Travel_Frequently,Research & Development,11,3,Other,2,Male,3,3,Research Director,4,Divorced,663,12185,1,Yes,14,3,3,10,3,10,8,0,7
38,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,3,3,Sales Executive,3,Divorced,119,10609,0,No,12,3,2,17,2,16,10,5,13
31,No,Non-Travel,Research & Development,1,4,Medical,3,Male,1,2,Manufacturing Director,3,Married,979,4345,0,No,12,3,1,6,3,5,4,1,4
59,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,2,1,Research Scientist,4,Married,142,2177,3,No,17,3,1,7,3,1,0,0,0
37,No,Travel_Frequently,Sales,4,4,Marketing,1,Male,3,1,Sales Representative,4,Divorced,319,2793,4,No,17,3,1,13,3,9,8,5,8
29,No,Travel_Frequently,Sales,1,1,Medical,2,Female,3,3,Sales Executive,4,Married,1413,7918,1,No,14,3,1,11,3,11,10,4,1
35,No,Travel_Frequently,Sales,1,3,Marketing,3,Female,3,3,Sales Executive,3,Single,944,8789,1,No,14,3,0,10,4,10,7,0,8
29,Yes,Travel_Rarely,Research & Development,18,1,Medical,3,Male,2,1,Research Scientist,4,Single,896,2389,1,Yes,13,3,0,4,2,4,3,0,1
52,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,2,1,Laboratory Technician,4,Single,1323,3212,7,No,15,3,0,6,2,2,2,2,2
42,No,Travel_Rarely,Research & Development,4,2,Technical Degree,3,Male,3,5,Manager,4,Married,532,19232,1,No,11,3,0,22,3,22,17,11,15
59,No,Travel_Rarely,Human Resources,6,2,Medical,2,Male,3,1,Human Resources,3,Married,818,2267,8,No,17,3,0,7,2,2,2,2,2
50,No,Travel_Rarely,Sales,1,4,Medical,4,Female,3,5,Manager,4,Divorced,854,19517,3,No,11,3,1,32,2,7,0,0,6
33,Yes,Travel_Rarely,Research & Development,14,3,Medical,3,Male,3,1,Laboratory Technician,4,Married,813,2436,5,Yes,13,3,1,8,1,5,4,0,4
43,No,Travel_Rarely,Sales,16,3,Marketing,4,Female,3,4,Manager,4,Married,1034,16064,5,Yes,22,4,1,22,3,17,13,1,9
33,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Female,3,1,Laboratory Technician,1,Married,465,2707,7,No,20,4,0,13,4,9,7,1,7
52,No,Non-Travel,Sales,2,4,Life Sciences,1,Male,2,5,Manager,3,Single,771,19068,1,Yes,18,3,0,33,4,33,7,15,12
32,No,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,3,1,Sales Representative,2,Married,1401,3931,2,No,11,3,1,6,3,4,3,1,2
32,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,1,Laboratory Technician,3,Single,515,3730,0,Yes,14,3,0,4,1,3,2,1,2
39,No,Travel_Rarely,Research & Development,1,4,Medical,3,Female,3,1,Laboratory Technician,3,Divorced,1431,2232,7,No,14,3,3,7,3,3,2,1,2
32,No,Non-Travel,Sales,26,4,Marketing,3,Male,3,2,Sales Executive,4,Married,976,4465,0,No,18,3,0,4,3,3,2,2,2
41,No,Travel_Rarely,Research & Development,19,2,Life Sciences,3,Male,3,2,Research Scientist,1,Divorced,1411,3072,2,No,16,3,2,17,2,1,0,0,0
40,No,Travel_Rarely,Research & Development,24,2,Technical Degree,1,Male,3,2,Research Scientist,4,Divorced,1300,3319,1,No,17,3,2,9,3,9,8,4,7
45,No,Travel_Rarely,Research & Development,1,3,Other,3,Male,4,5,Manager,4,Married,252,19202,0,No,11,3,1,25,3,24,0,1,7
31,No,Travel_Frequently,Research & Development,3,4,Medical,2,Male,3,3,Research Director,3,Divorced,1327,13675,9,No,12,3,1,9,3,2,2,2,2
33,No,Travel_Rarely,Research & Development,5,4,Life Sciences,3,Female,2,1,Research Scientist,4,Married,832,2911,1,No,13,3,1,2,2,2,2,0,2
34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,2,2,Manufacturing Director,1,Married,470,5957,6,No,13,3,1,13,3,11,9,5,9
37,No,Travel_Rarely,Research & Development,1,2,Medical,3,Female,2,1,Research Scientist,1,Married,1017,3920,2,No,14,3,1,17,2,3,1,0,2
45,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,4,2,Manufacturing Director,3,Married,1199,6434,4,No,17,3,1,9,3,3,2,0,2
37,Yes,Travel_Frequently,Research & Development,10,3,Medical,1,Male,3,3,Manufacturing Director,3,Divorced,504,10048,6,No,11,3,2,17,3,1,0,0,0
39,No,Travel_Frequently,Research & Development,2,4,Technical Degree,3,Female,3,3,Healthcare Representative,3,Single,505,10938,0,No,25,4,0,20,3,19,6,11,8
29,No,Travel_Rarely,Research & Development,15,3,Life Sciences,3,Male,3,1,Research Scientist,4,Single,665,2340,1,No,19,3,0,6,3,6,5,1,5
42,No,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,4,2,Research Scientist,1,Single,916,6545,3,Yes,13,3,0,10,3,3,2,0,2
29,No,Travel_Rarely,Sales,20,2,Marketing,4,Male,3,2,Sales Executive,4,Divorced,1247,6931,2,No,14,3,1,10,3,3,2,0,2
25,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,2,Manufacturing Director,3,Married,685,4898,0,No,12,3,2,5,3,4,2,1,2
42,No,Travel_Rarely,Research & Development,2,3,Medical,4,Female,2,1,Laboratory Technician,1,Divorced,269,2593,0,Yes,11,3,1,10,3,9,6,7,8
40,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,3,5,Research Director,3,Divorced,1416,19436,0,No,19,3,1,22,3,21,7,3,9
51,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,1,Research Scientist,4,Married,833,2723,1,No,11,3,0,1,2,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,29,2,Medical,3,Male,2,1,Laboratory Technician,2,Single,307,3479,0,No,11,3,0,6,4,5,4,1,4
32,No,Travel_Frequently,Research & Development,7,3,Life Sciences,2,Male,4,1,Laboratory Technician,2,Married,1311,2794,1,No,20,4,0,5,1,5,1,0,3
38,No,Non-Travel,Sales,2,2,Life Sciences,4,Male,2,2,Sales Executive,4,Married,1327,5249,3,No,18,3,1,13,3,8,7,7,5
32,No,Travel_Rarely,Research & Development,2,1,Technical Degree,4,Male,2,2,Laboratory Technician,1,Single,128,2176,4,No,13,3,0,9,3,6,2,0,4
46,No,Travel_Rarely,Sales,2,3,Technical Degree,3,Female,1,4,Manager,2,Married,488,16872,3,Yes,12,3,1,28,2,7,7,7,7
28,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,3,1,Laboratory Technician,3,Single,529,3485,2,No,11,3,0,5,1,0,0,0,0
29,No,Travel_Rarely,Sales,2,3,Medical,1,Male,2,2,Sales Executive,2,Married,1210,6644,2,No,19,3,2,10,3,0,0,0,0
31,No,Travel_Rarely,Research & Development,23,3,Medical,2,Male,2,2,Healthcare Representative,4,Married,1463,5582,0,No,21,4,1,10,3,9,0,7,8
25,No,Non-Travel,Research & Development,5,2,Life Sciences,2,Male,4,2,Healthcare Representative,1,Divorced,675,4000,1,No,12,3,2,6,3,6,3,1,5
45,No,Travel_Rarely,Research & Development,20,2,Medical,3,Male,3,4,Healthcare Representative,4,Married,1385,13496,0,Yes,14,3,0,21,3,20,7,4,10
36,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,1403,3210,0,No,11,3,1,16,3,15,13,10,11
55,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,5,Manager,1,Single,452,19045,0,Yes,14,3,0,37,3,36,10,4,13
47,Yes,Non-Travel,Research & Development,29,4,Life Sciences,1,Male,3,3,Manager,2,Married,666,11849,1,Yes,12,3,1,10,2,10,7,9,9
28,No,Travel_Rarely,Research & Development,9,3,Medical,4,Male,3,1,Research Scientist,4,Married,1158,2070,1,No,23,4,1,5,2,5,2,0,4
37,No,Travel_Rarely,Sales,6,4,Medical,3,Male,3,2,Sales Executive,4,Married,228,6502,4,No,14,3,1,7,4,5,4,0,1
21,No,Travel_Rarely,Research & Development,3,2,Medical,4,Male,2,1,Research Scientist,3,Single,996,3230,1,No,17,3,0,3,4,3,2,1,0
37,No,Non-Travel,Research & Development,1,4,Medical,1,Female,3,3,Research Director,4,Divorced,728,13603,2,Yes,18,3,2,15,3,5,2,0,2
35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,2,Female,4,3,Manager,2,Divorced,1315,11996,7,No,18,3,1,10,2,7,7,6,2
38,No,Travel_Rarely,Sales,7,2,Medical,1,Female,4,2,Sales Executive,1,Divorced,322,5605,1,Yes,24,4,1,8,3,8,0,7,7
26,No,Travel_Frequently,Research & Development,1,3,Life Sciences,3,Female,3,2,Manufacturing Director,2,Divorced,1479,6397,1,No,20,4,1,6,1,6,5,1,4
50,No,Travel_Rarely,Research & Development,4,1,Life Sciences,1,Male,3,5,Research Director,2,Divorced,797,19144,3,No,14,3,2,28,2,10,4,1,6
53,No,Travel_Rarely,Research & Development,3,4,Medical,3,Male,3,4,Research Director,3,Married,1070,17584,3,Yes,16,3,3,21,2,5,3,1,3
42,No,Travel_Rarely,Sales,1,1,Life Sciences,2,Male,3,2,Sales Executive,3,Married,635,4907,1,No,25,4,0,20,3,20,16,11,6
29,No,Travel_Frequently,Sales,2,2,Life Sciences,2,Male,3,2,Sales Executive,4,Single,442,4554,1,No,18,3,0,10,2,10,7,0,9
55,No,Travel_Rarely,Research & Development,20,2,Technical Degree,2,Male,3,2,Laboratory Technician,4,Married,147,5415,3,Yes,19,3,1,12,3,10,7,0,8
26,No,Travel_Frequently,Research & Development,11,2,Medical,1,Male,3,2,Healthcare Representative,1,Married,496,4741,1,Yes,13,3,1,5,3,5,3,3,3
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,3,1,Research Scientist,4,Single,1372,2115,1,No,12,3,0,17,3,17,12,5,7
44,Yes,Travel_Frequently,Research & Development,24,3,Life Sciences,4,Male,3,1,Laboratory Technician,3,Divorced,920,3161,3,Yes,22,4,1,19,1,1,0,0,0
38,No,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Male,3,2,Healthcare Representative,4,Divorced,688,5745,9,No,14,3,1,10,3,2,2,1,2
26,Yes,Travel_Rarely,Research & Development,16,4,Medical,1,Male,3,1,Laboratory Technician,2,Divorced,1449,2373,2,Yes,13,3,1,5,3,3,2,0,2
28,No,Travel_Rarely,Research & Development,8,2,Life Sciences,4,Female,3,1,Research Scientist,4,Single,1117,3310,1,No,21,4,0,5,3,5,3,0,2
49,No,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,3,5,Research Director,1,Single,636,18665,9,Yes,11,3,0,22,3,3,2,1,2
36,No,Travel_Rarely,Research & Development,3,3,Technical Degree,3,Male,3,2,Research Scientist,2,Single,506,4485,4,No,12,3,0,10,3,8,0,7,7
31,No,Travel_Frequently,Sales,5,3,Marketing,4,Female,3,1,Sales Representative,2,Divorced,444,2789,1,No,11,3,1,2,2,2,2,2,2
26,Yes,Travel_Rarely,Sales,4,4,Marketing,4,Male,2,2,Sales Executive,4,Single,950,5828,1,Yes,12,3,0,8,3,8,7,7,4
37,No,Travel_Frequently,Research & Development,9,3,Medical,2,Male,3,1,Research Scientist,4,Married,889,2326,1,Yes,12,3,3,4,2,4,2,1,2
42,No,Travel_Frequently,Sales,26,3,Marketing,3,Female,3,4,Sales Executive,2,Married,555,13525,5,No,14,3,1,23,4,20,4,4,8
18,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,3,1,Laboratory Technician,3,Single,230,1420,1,No,13,3,0,0,3,0,0,0,0
35,No,Travel_Rarely,Sales,16,3,Marketing,3,Male,3,3,Sales Executive,2,Married,1232,8020,0,No,15,3,2,12,2,11,9,6,9
36,No,Travel_Frequently,Research & Development,18,4,Life Sciences,3,Male,4,1,Laboratory Technician,4,Married,566,3688,4,No,18,3,2,4,3,1,0,0,0
51,No,Travel_Rarely,Research & Development,2,3,Medical,4,Male,1,2,Manufacturing Director,2,Divorced,1302,5482,5,No,18,3,1,13,3,4,1,1,2
41,No,Travel_Rarely,Sales,2,4,Life Sciences,4,Male,3,4,Manager,2,Single,334,16015,1,No,19,3,0,22,3,22,10,0,4
18,No,Travel_Rarely,Sales,10,3,Medical,4,Female,2,1,Sales Representative,3,Single,812,1200,1,No,12,3,0,0,3,0,0,0,0
28,No,Travel_Rarely,Research & Development,16,2,Medical,2,Male,4,2,Healthcare Representative,1,Single,1476,5661,0,No,19,3,0,9,3,8,3,0,7
31,No,Travel_Rarely,Sales,7,3,Technical Degree,2,Male,4,2,Sales Executive,4,Married,218,6929,4,No,11,3,1,10,2,8,7,7,7
39,No,Travel_Rarely,Research & Development,1,3,Medical,3,Male,4,3,Healthcare Representative,4,Divorced,1132,9613,0,No,17,3,3,19,2,18,10,3,7
36,No,Non-Travel,Research & Development,24,4,Life Sciences,2,Female,3,2,Laboratory Technician,2,Married,1105,5674,7,No,15,3,1,11,3,9,8,0,8
32,No,Travel_Rarely,Sales,7,3,Life Sciences,4,Male,2,2,Sales Executive,3,Married,906,5484,1,No,14,3,1,13,2,13,8,4,8
38,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,Female,2,3,Research Director,2,Married,849,12061,3,No,17,3,1,19,3,10,8,0,1
58,No,Non-Travel,Research & Development,1,4,Life Sciences,4,Male,1,2,Healthcare Representative,3,Divorced,390,5660,2,Yes,13,3,1,12,3,5,3,1,2
31,No,Travel_Rarely,Research & Development,5,4,Technical Degree,3,Male,3,1,Research Scientist,4,Married,691,4821,0,Yes,12,3,1,6,3,5,2,0,3
31,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,Male,2,2,Human Resources,1,Married,106,6410,3,No,12,3,0,9,3,2,2,1,0
45,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,3,3,Laboratory Technician,1,Divorced,1249,5210,1,No,18,3,1,24,3,24,9,9,11
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Male,3,1,Research Scientist,4,Divorced,192,2695,0,Yes,18,3,1,3,1,2,2,2,2
33,No,Travel_Frequently,Research & Development,5,4,Life Sciences,4,Female,3,3,Manager,2,Married,553,11878,6,No,11,3,2,12,3,10,6,8,8
39,No,Travel_Rarely,Research & Development,10,1,Medical,3,Male,3,4,Manager,1,Married,117,17068,1,Yes,14,3,0,21,3,21,9,11,10
43,No,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,3,1,Laboratory Technician,4,Single,185,2455,0,No,19,3,0,9,3,8,7,1,7
49,No,Travel_Rarely,Research & Development,1,2,Technical Degree,3,Female,2,4,Healthcare Representative,3,Single,1091,13964,7,Yes,12,3,0,25,3,7,1,0,7
52,Yes,Travel_Rarely,Research & Development,8,4,Medical,3,Male,2,2,Research Scientist,2,Married,723,4941,2,No,15,3,0,11,2,8,2,7,7
27,No,Travel_Rarely,Research & Development,5,3,Life Sciences,3,Female,3,1,Research Scientist,2,Single,1220,2478,1,Yes,12,3,0,4,2,4,3,1,2
32,No,Travel_Rarely,Sales,8,2,Technical Degree,3,Female,2,2,Sales Executive,2,Married,588,5228,1,Yes,11,3,0,13,3,13,12,11,9
27,No,Travel_Rarely,Sales,2,3,Life Sciences,4,Male,3,2,Sales Executive,3,Single,1377,4478,1,Yes,11,3,0,5,3,5,4,0,4
31,No,Travel_Rarely,Sales,7,3,Marketing,4,Male,3,2,Sales Executive,4,Divorced,691,7547,4,No,12,3,3,13,3,7,7,1,7
32,No,Travel_Rarely,Research & Development,2,4,Medical,1,Female,4,2,Research Scientist,4,Single,1018,5055,7,No,16,3,0,10,2,7,7,0,7
28,Yes,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,1,Research Scientist,4,Married,1157,3464,5,Yes,13,3,0,5,2,3,2,2,2
30,No,Travel_Rarely,Research & Development,28,2,Medical,4,Female,3,2,Research Scientist,4,Married,1275,5775,1,No,13,3,2,11,3,10,8,1,9
31,No,Travel_Frequently,Research & Development,7,2,Life Sciences,3,Female,2,3,Manufacturing Director,3,Married,798,8943,1,No,24,4,1,10,3,10,9,8,9
39,No,Travel_Frequently,Research & Development,7,2,Medical,3,Male,2,5,Manager,4,Married,672,19272,1,No,15,3,1,21,3,21,9,13,3
39,Yes,Travel_Rarely,Sales,3,2,Medical,4,Female,3,2,Sales Executive,3,Married,1162,5238,4,Yes,18,3,0,12,2,1,0,0,0
33,No,Travel_Frequently,Sales,10,3,Marketing,2,Male,2,2,Sales Executive,4,Single,508,4682,3,No,14,3,0,9,2,7,7,0,1
47,No,Travel_Rarely,Research & Development,5,5,Life Sciences,4,Male,3,5,Research Director,3,Married,1482,18300,4,No,11,3,1,21,3,3,2,1,1
43,No,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,2,2,Laboratory Technician,3,Divorced,559,5257,1,No,11,3,1,9,4,9,7,0,0
27,No,Non-Travel,Sales,1,1,Marketing,3,Male,3,2,Sales Executive,2,Married,210,6349,0,Yes,13,3,1,6,3,5,4,1,4
54,No,Travel_Frequently,Research & Development,20,4,Life Sciences,4,Female,3,2,Research Scientist,3,Single,928,4869,3,No,12,3,0,20,2,4,3,0,3
43,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Female,3,3,Healthcare Representative,1,Married,1001,9985,8,No,16,3,1,10,2,1,0,0,0
45,No,Travel_Rarely,Research & Development,8,4,Other,4,Male,3,2,Research Scientist,4,Married,549,3697,9,No,14,3,2,12,3,10,9,9,8
40,No,Travel_Rarely,Sales,1,2,Medical,2,Male,1,2,Sales Executive,4,Married,1124,7457,2,Yes,22,4,3,6,2,4,3,0,2
29,Yes,Travel_Rarely,Research & Development,8,4,Other,2,Male,1,1,Laboratory Technician,1,Married,318,2119,1,Yes,11,3,0,7,2,7,7,0,7
29,No,Travel_Rarely,Research & Development,9,5,Other,2,Male,2,1,Laboratory Technician,4,Single,738,3983,0,No,17,3,0,4,3,3,2,2,2
30,No,Travel_Rarely,Sales,5,3,Marketing,4,Female,2,2,Sales Executive,3,Divorced,570,6118,1,No,13,3,3,10,3,10,9,1,2
27,No,Travel_Rarely,Sales,8,4,Marketing,2,Female,3,2,Sales Executive,2,Married,1130,6214,1,No,18,3,1,8,3,8,7,0,7
